"Environment and Climate Change Canada"
"Monthly Values for September - 2018"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Clim_ID","Climate Identifier"
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Clim_ID"
"CAMERON FALLS (AUT)","49.154","-88.345","ON","11.7","2",NA,"25.4","2","-1.5","2","",,NA,"74.2","2",NA,"","11","",,NA,"185.0","7.4","6041110"
"CARIBOU ISLAND (AUT)","47.333","-85.833","ON","13.5","1",NA,"21.4","1","3.6","1","",,NA,"",,NA,"","","",,NA,"131.4","0.1","6041222"
"GERALDTON A","49.779","-86.939","ON","10.1","0",NA,"26.2","0","-3.0","0","0.2","0",NA,"122.7","0",NA,"","12","",,NA,"240.1","2.9","6042717"
"HAZELWOOD","48.467","-89.267","ON","",,NA,"",,"",,"0.0","0",NA,"95.0","0",NA,"0.0","13","","",NA,"","","6043390"
"PUKASKWA (AUT)","48.608","-86.287","ON","11.4","0",NA,"23.6","0","-1.4","0","",,NA,"103.2","0",NA,"","13","",,NA,"199.3","1.6","6046768"
"TERRACE BAY AIRPORT","48.816","-87.092","ON","10.0","0",NA,"21.4","0","-2.2","0","",,NA,"133.5","0",NA,"","13","",,NA,"239.2","0.0","6048232"
"THUNDER BAY","48.372","-89.322","ON","12.8","15",NA,"28.1","15","-2.9","14","",,NA,"66.0","15",NA,"","5","",,NA,"85.2","7.4","6048260"
"THUNDER BAY BURWOOD","48.414","-89.278","ON","14.9","10",NA,"29.0","8","-1.0","10","0.0","8",NA,"54.4","8",NA,"0.0","7","","",NA,"74.1","12.1","6048266"
"THUNDER BAY CS","48.369","-89.327","ON","12.7","1",NA,"28.2","1","-2.0","1","",,NA,"95.0","1",NA,"","11","",,NA,"166.6","13.2","6048268"
"UPSALA (AUT)","49.033","-90.467","ON","10.7","0",NA,"27.5","0","-3.7","0","",,NA,"158.4","0",NA,"","13","",,NA,"225.0","6.5","6049095"
"WELCOME ISLAND (AUT)","48.369","-89.119","ON","13.3","0",NA,"23.6","0","1.6","0","",,NA,"",,NA,"","","",,NA,"146.5","5.9","6049443"
"LITTLE FLATLAND ISLAND (AUT)","49.690","-88.306","ON","12.7","2",NA,"24.1","2","1.6","2","",,NA,"",,NA,"","","",,NA,"153.9","4.6","6049470"
"LAKE SUPERIOR PROVINCIAL PARK","47.723","-84.814","ON","12.0","0",NA,"25.9","0","-1.1","0","",,NA,"183.8","0",NA,"","13","",,NA,"191.6","10.7","6054425"
"SAULT STE MARIE A","46.485","-84.510","ON","14.3","0",NA,"29.4","0","-2.2","0","0.0","1",NA,"60.8","1",NA,"","10","",,NA,"135.0","22.5","6057591"
"WAWA A","47.967","-84.786","ON","",,NA,"24.7","1","",,"",,NA,"",,NA,"","","",,NA,"","","6059407"
"KILLARNEY (AUT)","45.967","-81.483","ON","15.7","0",NA,"24.9","0","4.2","0","",,NA,"",,NA,"","","",,NA,"91.5","23.0","605DJ25"
"CHAPLEAU A","47.820","-83.347","ON","",,NA,"27.7","1","",,"",,NA,"",,NA,"","","",,NA,"","","6061362"
"MASSEY","46.193","-82.025","ON","14.9","0","1.5","27.5","0","0.5","0","0.0","0",NA,"81.6","0","89.0","0.0","10","","",NA,"116.4","23.3","6065006"
"MONETVILLE 2","46.215","-80.303","ON","15.6","6",NA,"29.5","6","2.0","6","0.0","6",NA,"74.8","6",NA,"0.0","9","","",NA,"85.6","28.5","6065252"
"SUDBURY CLIMATE","46.632","-80.796","ON","13.8","0",NA,"28.8","0","-0.5","0","",,NA,"78.3","0",NA,"","8","",,NA,"146.0","21.3","6068145"
"SUDBURY A","46.626","-80.798","ON","14.1","1",NA,"28.7","0","-0.2","1","0.0","1",NA,"69.0","1",NA,"","10","",,NA,"136.4","23.5","6068153"
"BONNER LAKE","49.383","-82.124","ON","11.4","2",NA,"28.5","1","-3.0","1","0.0","1",NA,"109.6","1",NA,"0.0","13","","",NA,"198.4","14.7","6070QK6"
"EARLTON A","47.695","-79.849","ON","12.9","8",NA,"29.1","8","-0.1","8","",,NA,"114.4","8",NA,"","9","",,NA,"117.9","5.7","6072223"
"EARLTON CLIMATE","47.695","-79.849","ON","12.6","1",NA,"29.0","1","-0.6","1","",,NA,"108.5","1",NA,"","9","",,NA,"168.2","12.0","6072230"
"KAPUSKASING A","49.412","-82.468","ON","11.5","0",NA,"28.4","0","-2.2","0","0.4","0",NA,"105.6","0",NA,"","14","",,NA,"210.4","14.7","6073976"
"KAPUSKASING CDA ON","49.406","-82.444","ON","11.6","1",NA,"28.8","1","-2.5","1","",,NA,"102.8","1",NA,"","12","",,NA,"201.2","17.0","6073980"
"KIRKLAND LAKE CS","48.150","-80.000","ON","12.7","0",NA,"28.3","0","-0.4","0","",,NA,"126.9","0",NA,"","12","",,NA,"168.7","9.0","6074211"
"MOOSONEE","51.291","-80.608","ON","9.7","0",NA,"26.2","0","-5.4","0","",,NA,"",,NA,"","","",,NA,"251.9","2.3","6075420"
"MOOSONEE UA","51.267","-80.650","ON","11.2","15","0.7","26.0","15","-6.0","15","0.0","15",NA,"40.6","15",NA,"","8","","",NA,"107.1","5.1","6075425"
"MOOSONEE RCS","51.292","-80.618","ON","10.5","3",NA,"25.9","3","-4.7","3","",,NA,"55.6","3",NA,"","6","",,NA,"205.0","2.6","6075435"
"NAGAGAMI (AUT)","49.747","-84.164","ON","10.4","0",NA,"27.4","0","-2.6","0","",,NA,"85.7","0",NA,"","14","",,NA,"233.1","5.9","6075543"
"OGOKI POST A","51.659","-85.901","ON","8.4","5",NA,"24.9","5","-5.7","5","",,NA,"75.1","5",NA,"","10","",,NA,"239.8","0.0","6075786"
"TIMMINS CLIMATE","48.557","-81.390","ON","11.9","0",NA,"28.4","0","-3.2","0","",,NA,"108.1","0",NA,"","13","",,NA,"195.5","12.4","6078282"
"TIMMINS A","48.571","-81.377","ON","11.5","1",NA,"28.8","0","-3.7","1","",,NA,"",,NA,"","","",,NA,"200.2","11.6","6078286"
"ALGONQUIN PARK EAST GATE","45.533","-78.267","ON","13.5","0",NA,"28.5","0","-0.9","0","",,NA,"81.3","0",NA,"","10","",,NA,"151.6","17.5","6080192"
"NORTH BAY A","46.364","-79.424","ON","14.3","8",NA,"29.0","8","0.0","8","",,NA,"103.1","8",NA,"","8","",,NA,"99.9","18.1","6085680"
"NORTH BAY AIRPORT","46.375","-79.403","ON","13.9","1",NA,"28.3","1","0.0","1","",,NA,"85.8","1",NA,"","10","",,NA,"142.0","24.4","6085695"
"GORE BAY CLIMATE","45.883","-82.567","ON","15.9","0",NA,"26.9","0","4.7","0","",,NA,"55.6","0",NA,"","8","",,NA,"91.0","29.2","6092920"
"GREAT DUCK ISLAND (AUT)","45.633","-82.950","ON","16.2","2",NA,"26.3","2","4.6","2","",,NA,"",,NA,"","","",,NA,"71.9","22.8","6093005"
"APPLETON","45.186","-76.113","ON","15.6","10",NA,"32.0","10","2.0","10","0.0","2",NA,"70.4","2",NA,"0.0","9","","",NA,"79.6","32.2","6100285"
"BROCKVILLE CLIMATE","44.635","-75.748","ON","16.6","0",NA,"31.4","0","3.2","0","",,NA,"97.4","0",NA,"","6","",,NA,"91.4","48.6","6100970"
"BROCKVILLE PCC","44.600","-75.667","ON","17.8","3","1.9","32.0","3","5.0","3","0.0","3",NA,"76.2","3",NA,"0.0","7","","",NA,"66.3","61.6","6100971"
"CHALK RIVER AECL","46.050","-77.367","ON","16.8","11","2.4","30.5","11","5.5","11","0.0","11",NA,"38.8","11",NA,"","8","","",NA,"45.1","21.5","6101335"
"CORNWALL","45.016","-74.749","ON","19.1","0","2.9","34.0","0","5.5","0","0.0","0",NA,"99.4","0","101.0","0.0","10","","",NA,"54.4","86.1","6101874"
"DRUMMOND CENTRE","45.032","-76.253","ON","16.7","0","2.2","32.0","0","4.0","0","0.0","0","0.0","98.6","0","107.0","0.0","9","","",NA,"90.5","50.2","6102J13"
"HARTINGTON IHD","44.428","-76.690","ON","17.6","0","2.4","31.0","0","4.0","0","0.0","0",NA,"78.6","0","76.0","0.0","9","","",NA,"75.4","62.4","6103367"
"KEMPTVILLE CS","45.000","-75.633","ON","16.7","0",NA,"33.5","0","3.4","0","",,NA,"86.7","0",NA,"","7","",,NA,"92.6","53.5","6104027"
"KINGSTON CLIMATE","44.223","-76.599","ON","17.3","0",NA,"30.8","0","4.1","0","",,NA,"68.1","0",NA,"","6","",,NA,"72.9","52.8","6104142"
"LYNDHURST SHAWMERE","44.517","-76.083","ON","18.2","1","2.6","32.5","1","4.5","1","0.0","1",NA,"74.9","1",NA,"0.0","7","","",NA,"65.2","71.0","6104725"
"MOOSE CREEK WELLS","45.251","-74.963","ON","16.3","1",NA,"33.5","1","0.6","1","",,NA,"72.8","6",NA,"","8","",,NA,"92.6","43.0","6105397"
"OMPAH-SEITZ","45.054","-76.784","ON","15.5","4",NA,"31.0","4","2.5","4","0.0","4",NA,"59.3","4",NA,"0.0","11","","",NA,"95.2","30.2","6105762"
"OTTAWA CDA","45.383","-75.717","ON","16.8","2","1.5","32.0","2","4.0","2","0.0","2",NA,"77.2","2",NA,"0.0","9","","",NA,"84.6","50.8","6105976"
"OTTAWA CDA RCS","45.383","-75.717","ON","16.5","0",NA,"32.5","0","4.5","0","",,NA,"76.0","0",NA,"","8","",,NA,"92.7","48.4","6105978"
"OTTAWA INTL A","45.317","-75.667","ON","16.4","0",NA,"32.0","0","3.4","0","0.0","0",NA,"68.8","0",NA,"","10","",,NA,"96.8","49.5","6106001"
"PEMBROKE CLIMATE","45.860","-77.252","ON","13.1","7",NA,"29.2","7","0.2","7","",,NA,"37.8","7",NA,"","5","",,NA,"127.7","14.7","6106367"
"PETAWAWA AWOS 2","45.950","-77.317","ON","15.8","4",NA,"31.0","3","2.2","2","",,NA,"49.5","4",NA,"","9","",,NA,"90.4","33.5","6106396"
"ST. ALBERT","45.287","-75.064","ON","16.9","0","2.5","33.0","0","3.0","0","0.0","0",NA,"107.4","0","104.0","0.0","9","","",NA,"82.9","50.7","6107276"
"PETAWAWA HOFFMAN","45.883","-77.250","ON","16.2","0",NA,"31.0","0","3.5","0","0.0","0",NA,"61.9","0",NA,"0.0","12","","",NA,"100.4","46.0","610FC98"
"BALDWIN","44.267","-79.319","ON","17.0","6",NA,"33.5","6","1.5","6","0.0","6",NA,"41.6","6",NA,"0.0","6","","",NA,"72.3","48.5","6110480"
"BARRIE LANDFILL","44.385","-79.736","ON","19.2","19",NA,"32.5","12","4.5","13","0.0","12",NA,"17.9","12",NA,"","5","","",NA,"10.9","23.9","6110556"
"BEATRICE CLIMATE","45.140","-79.403","ON","14.5","0",NA,"30.2","0","0.1","0","",,NA,"68.0","0",NA,"","7","",,NA,"128.5","24.8","6110607"
"COLDWATER WARMINSTER","44.631","-79.539","ON","17.5","0",NA,"33.0","0","4.5","0","0.0","0",NA,"63.0","0",NA,"0.0","11","","",NA,"78.1","62.1","6111769"
"COLLINGWOOD","44.500","-80.217","ON","17.3","0",NA,"34.0","0","4.7","0","",,NA,"38.7","0",NA,"","7","",,NA,"75.9","54.8","6111792"
"LAGOON CITY","44.547","-79.217","ON","17.0","0",NA,"29.8","0","4.6","0","",,NA,"",,NA,"","","",,NA,"76.4","46.0","6114295"
"MARKDALE","44.269","-80.712","ON","16.8","18",NA,"30.5","18","2.5","18","0.0","18",NA,"9.8","18",NA,"0.0","3","","",NA,"30.9","16.4","6114979"
"MUSKOKA","44.975","-79.303","ON","15.9","13",NA,"31.0","13","0.7","12","",,NA,"30.3","13",NA,"","5","",,NA,"60.9","24.5","6115529"
"NIPISSING","46.100","-79.521","ON","",,NA,"",,"",,"0.0","4",NA,"93.2","4",NA,"0.0","9","","",NA,"","","6115669"
"ORILLIA BRAIN","44.603","-79.439","ON","19.4","9",NA,"32.5","9","5.0","9","0.0","9",NA,"10.6","9",NA,"","3","","",NA,"32.8","62.5","6115811"
"PARRY SOUND CCG","45.344","-80.044","ON","16.6","1",NA,"30.0","1","5.5","1","",,NA,"113.4","1",NA,"","9","",,NA,"78.5","38.9","6116257"
"SHANTY BAY","44.399","-79.633","ON","17.6","0","2.4","33.5","0","2.5","0","0.0","0",NA,"20.8","0","23.0","0.0","6","","",NA,"72.2","60.1","6117684"
"BARRIE-ORO","44.483","-79.550","ON","15.9","0",NA,"33.0","0","1.5","0","",,NA,"32.5","0",NA,"","5","",,NA,"100.6","37.1","6117700"
"SPRUCEDALE","45.425","-79.488","ON","",,NA,"",,"",,"0.0","1",NA,"75.6","1",NA,"0.0","10","","",NA,"","","6117981"
"THORNBURY 3","44.551","-80.468","ON","",,NA,"",,"",,"0.0","0",NA,"78.5","0",NA,"0.0","13","","",NA,"","","6118240"
"UDORA","44.263","-79.161","ON","17.4","4","2.3","32.5","3","4.0","4","0.0","3",NA,"43.0","3",NA,"0.0","9","","",NA,"71.2","54.5","6119055"
"WIARTON A","44.744","-81.109","ON","16.0","0",NA,"30.7","0","2.3","0","0.0","0",NA,"23.6","0",NA,"","8","",,NA,"98.0","36.9","6119499"
"WESTERN ISLAND (AUT)","45.033","-80.367","ON","17.5","1",NA,"27.6","1","7.4","1","",,NA,"",,NA,"","","",,NA,"60.5","46.7","6119M51"
"BORDEN AWOS","44.272","-79.912","ON","16.5","5",NA,"34.6","4","-1.2","2","",,NA,"13.5","7",NA,"","4","",,NA,"81.3","43.4","611B002"
"EGBERT CS","44.233","-79.783","ON","16.5","0",NA,"32.3","0","2.0","0","",,NA,"23.9","0",NA,"","4","",,NA,"91.8","46.6","611E001"
"COVE ISLAND (AUT)","45.333","-81.733","ON","16.9","0",NA,"26.2","0","7.6","0","",,NA,"",,NA,"","","",,NA,"66.4","32.2","61219J2"
"GODERICH","43.767","-81.717","ON","16.9","1",NA,"29.9","1","3.5","1","",,NA,"14.6","1",NA,"","6","",,NA,"73.4","42.0","6122847"
"SARNIA","42.999","-82.309","ON","17.1","6",NA,"32.4","6","5.5","6","",,NA,"51.4","6",NA,"","10","",,NA,"59.7","38.8","6127510"
"SARNIA CLIMATE","43.000","-82.300","ON","17.9","0",NA,"32.8","0","5.4","0","",,NA,"51.0","0",NA,"","10","",,NA,"62.2","59.7","6127519"
"TOBERMORY RCS","45.233","-81.633","ON","15.7","0",NA,"26.4","0","4.8","0","",,NA,"81.9","0",NA,"","8","",,NA,"96.0","25.5","6128330"
"WROXETER","43.863","-81.152","ON","",,NA,"",,"",,"0.0","0",NA,"45.6","0",NA,"0.0","9","","",NA,"","","6129660"
"AMHERSTBURG","42.103","-83.094","ON","20.6","1","2.4","34.5","1","6.5","1","0.0","1",NA,"95.9","1",NA,"0.0","10","","",NA,"31.4","105.7","6130257"
"DELHI CS","42.867","-80.550","ON","18.2","0",NA,"30.9","0","4.5","0","",,NA,"98.4","0",NA,"","9","",,NA,"60.2","66.1","6131983"
"FORT ERIE","42.883","-78.967","ON","19.7","0","3.1","31.5","0","6.5","0","0.0","0",NA,"117.0","0","111.0","0.0","12","","",NA,"33.5","85.7","6132470"
"GRIMSBY MOUNTAIN","43.184","-79.558","ON","19.3","0",NA,"33.5","0","6.0","0","0.0","0",NA,"81.5","0",NA,"0.0","10","","",NA,"41.2","81.0","6133055"
"HARROW CDA AUTO","42.033","-82.900","ON","19.3","0",NA,"31.8","0","6.3","0","",,NA,"69.9","0",NA,"","7","",,NA,"44.0","81.9","6133362"
"KINGSVILLE MOE","42.043","-82.674","ON","20.5","0","2.8","31.0","0","8.0","0","0.0","0",NA,"35.4","0","40.0","0.0","6","","",NA,"25.4","99.3","6134190"
"LONG POINT (AUT)","42.533","-80.050","ON","20.1","1",NA,"28.4","1","11.4","1","",,NA,"",,NA,"","","",,NA,"22.9","83.6","6134F10"
"NEW GLASGOW","42.514","-81.636","ON","18.9","1","2.3","30.0","1","6.0","1","0.0","1",NA,"65.0","1",NA,"0.0","7","","",NA,"44.5","69.5","6135583"
"PORT COLBORNE","42.883","-79.250","ON","19.5","6","2.2","31.0","6","8.0","6","0.0","6",NA,"68.0","6",NA,"0.0","11","","",NA,"34.0","70.8","6136606"
"PORT WELLER (AUT)","43.250","-79.217","ON","19.9","1",NA,"31.9","1","11.4","1","",,NA,"51.7","1",NA,"","9","",,NA,"23.9","77.7","6136699"
"RIDGETOWN RCS","42.450","-81.883","ON","18.5","0",NA,"31.6","0","5.3","0","",,NA,"102.3","0",NA,"","8","",,NA,"52.2","67.0","6137154"
"RIDGEVILLE","43.042","-79.325","ON","18.6","8","1.7","32.0","8","9.0","8","0.0","8",NA,"51.1","8",NA,"0.0","8","","",NA,"41.5","55.5","6137161"
"ST THOMAS WPCP","42.768","-81.205","ON","18.7","4","2.3","31.5","3","5.5","3","0.0","5",NA,"72.6","5",NA,"0.0","7","","",NA,"49.2","66.3","6137362"
"TILLSONBURG WWTP","42.855","-80.722","ON","",,NA,"",,"",,"0.0","2",NA,"119.4","2",NA,"0.0","10","","",NA,"","","6138270"
"VINELAND STATION RCS","43.183","-79.400","ON","18.9","3",NA,"32.9","3","6.5","3","",,NA,"35.7","3",NA,"","8","",,NA,"36.5","60.0","6139148"
"WELLAND-PELHAM","42.967","-79.333","ON","18.4","0",NA,"30.8","0","3.9","0","",,NA,"68.8","0",NA,"","10","",,NA,"57.9","69.3","6139449"
"WINDSOR RIVERSIDE","42.333","-82.933","ON","20.7","0",NA,"34.5","0","7.0","0","0.0","0",NA,"168.2","0",NA,"0.0","10","","",NA,"29.7","109.2","6139520"
"WINDSOR A","42.276","-82.955","ON","17.9","16",NA,"32.5","9","6.6","14","0.0","20",NA,"77.8","11",NA,"","7","",,NA,"26.8","25.3","6139527"
"PORT COLBORNE (AUT)","42.867","-79.250","ON","19.8","2",NA,"30.6","2","10.2","2","",,NA,"",,NA,"","","",,NA,"30.3","81.1","613F606"
"POINT PELEE CS","41.949","-82.519","ON","20.0","0",NA,"32.5","0","6.4","0","",,NA,"",,NA,"","","",,NA,"28.2","87.0","613P001"
"BRANTFORD AIRPORT","43.138","-80.331","ON","17.7","0",NA,"31.2","0","3.2","0","",,NA,"57.8","0",NA,"","6","",,NA,"68.7","58.2","6140942"
"ELORA RCS","43.650","-80.417","ON","16.5","0",NA,"31.2","0","1.0","0","",,NA,"42.4","0",NA,"","8","",,NA,"87.5","42.0","6142286"
"FERGUS SHAND DAM","43.735","-80.330","ON","17.6","0","2.7","30.5","0","4.5","0","0.0","0",NA,"57.0","0","61.0","0.0","8","","",NA,"70.2","58.2","6142400"
"FERGUS MOE","43.702","-80.379","ON","16.5","3",NA,"31.0","2","2.0","2","0.0","2",NA,"57.2","2",NA,"0.0","9","","",NA,"81.0","39.7","6142402"
"GUELPH TURFGRASS","43.550","-80.217","ON","16.8","0",NA,"32.0","0","1.0","0","",,NA,"",,NA,"","","",,NA,"81.7","46.8","6143089"
"KITCHENER/WATERLOO","43.461","-80.379","ON","17.1","0",NA,"32.4","0","1.1","0","",,NA,"51.5","0",NA,"","6","",,NA,"77.2","48.8","6144239"
"LONDON A","43.033","-81.151","ON","17.7","0",NA,"31.6","0","3.5","0","",,NA,"",,NA,"","","",,NA,"68.7","58.7","6144473"
"LONDON CS","43.033","-81.150","ON","18.0","0",NA,"31.6","0","4.1","0","",,NA,"39.5","0",NA,"","7","",,NA,"62.2","63.6","6144478"
"MOUNT FOREST (AUT)","43.983","-80.750","ON","16.6","0",NA,"30.3","0","2.3","0","",,NA,"37.3","0",NA,"","7","",,NA,"87.9","46.1","6145504"
"ROSEVILLE","43.354","-80.474","ON","17.8","0","2.7","31.0","0","3.0","0","0.0","0",NA,"64.2","0","75.0","0.0","10","","",NA,"63.8","59.2","6147188"
"STRATHROY-MULLIFARRY","42.981","-81.643","ON","18.1","0",NA,"32.0","0","3.5","0","0.0","0",NA,"101.4","0",NA,"0.0","12","","",NA,"62.6","65.3","6148122"
"WOODSTOCK","43.136","-80.771","ON","18.1","15","2.5","32.0","15","5.0","15","0.0","15",NA,"10.6","15",NA,"","4","","",NA,"21.7","23.6","6149625"
"BELLEVILLE","44.151","-77.395","ON","19.0","3","2.7","32.0","3","6.5","3","0.0","3",NA,"79.0","3",NA,"0.0","7","","",NA,"48.3","75.8","6150689"
"BURLINGTON PIERS (AUT)","43.300","-79.800","ON","19.4","0",NA,"32.2","0","10.4","0","",,NA,"",,NA,"","","",,NA,"27.8","71.2","6151061"
"CENTREVILLE","44.403","-76.908","ON","18.2","4","3.0","32.0","4","3.0","4","0.0","4",NA,"67.8","4",NA,"","7","","",NA,"56.3","60.5","6151309"
"COBOURG (AUT)","43.950","-78.167","ON","17.9","0",NA,"28.2","0","7.4","0","",,NA,"89.2","0",NA,"","7","",,NA,"56.0","52.1","6151684"
"COBOURG STP","43.967","-78.183","ON","19.1","18","3.8","29.0","18","8.0","18","0.0","18",NA,"68.2","18",NA,"","3","","",NA,"10.2","23.9","6151689"
"GEORGETOWN WWTP","43.640","-79.879","ON","18.6","12","3.8","33.0","12","4.0","12","0.0","12",NA,"21.6","12",NA,"","6","","",NA,"25.2","36.2","6152695"
"HAMILTON A","43.174","-79.935","ON","17.9","0",NA,"31.6","0","5.1","0","0.0","0",NA,"66.4","0",NA,"","7","",,NA,"64.9","61.5","6153193"
"HAMILTON RBG CS","43.292","-79.908","ON","18.6","0",NA,"32.8","0","5.1","0","",,NA,"63.1","0",NA,"","7","",,NA,"49.8","66.5","6153301"
"OAKVILLE TWN","43.513","-79.690","ON","19.7","0",NA,"34.5","0","6.0","0","0.0","0",NA,"73.4","0",NA,"0.0","9","","",NA,"39.9","92.1","6155750"
"OSHAWA","43.923","-78.883","ON","17.4","4",NA,"31.7","4","5.6","4","",,NA,"57.3","4",NA,"","5","",,NA,"62.5","47.8","6155875"
"OSHAWA WPCP","43.867","-78.833","ON","18.5","0","2.6","30.0","0","2.5","0","0.0","0",NA,"72.2","0","77.0","0.0","9","","",NA,"51.0","66.4","6155878"
"PA KING CITY","43.964","-79.573","ON","19.7","13",NA,"31.4","13","7.7","13","",,NA,"",,NA,"","","",,NA,"20.6","48.9","6156162"
"POINT PETRE (AUT)","43.833","-77.150","ON","18.2","0",NA,"29.9","0","5.0","0","",,NA,"68.9","0",NA,"","6","",,NA,"56.6","62.1","6156559"
"MONO CENTRE","44.032","-80.024","ON","16.4","3",NA,"30.5","3","2.6","3","",,NA,"23.6","3",NA,"","2","",,NA,"83.6","39.9","6157000"
"TORONTO CITY","43.667","-79.400","ON","19.4","0",NA,"32.3","0","9.5","0","",,NA,"63.5","0",NA,"","5","",,NA,"38.6","80.9","6158355"
"TORONTO CITY CENTRE","43.628","-79.396","ON","19.2","1",NA,"29.4","1","9.4","1","",,NA,"52.0","1",NA,"","6","",,NA,"31.8","66.6","6158359"
"TORONTO BUTTONVILLE A","43.861","-79.369","ON","18.0","0",NA,"33.1","0","4.9","0","0.0","0",NA,"56.3","0",NA,"","7","",,NA,"62.6","61.6","6158410"
"TORONTO INTL A","43.677","-79.631","ON","19.2","1",NA,"34.2","0","6.4","1","0.0","0",NA,"50.0","0",NA,"","5","",,NA,"41.4","76.4","6158731"
"TRENTON A","44.117","-77.533","ON","17.3","1","2.0","30.7","1","4.0","1","0.0","1",NA,"82.1","1",NA,"","9","",,NA,"78.3","58.4","6158875"
"UXBRIDGE WEST","44.098","-79.164","ON","16.6","2",NA,"31.0","2","3.5","2","",,NA,"19.5","2",NA,"","5","",,NA,"84.3","45.3","6159123"
"TORONTO NORTH YORK","43.780","-79.468","ON","19.0","0",NA,"33.5","0","5.0","0","0.0","0",NA,"70.0","0",NA,"0.0","9","","",NA,"50.5","79.3","615S001"
"SOUTHERN ONTARIO EMERGENCY PORTABLE WEATHER STATION","43.267","-79.783","ON","21.2","24",NA,"26.8","24","14.9","24","",,NA,"",,NA,"","","",,NA,"0.0","19.2","615S002"
"HALIBURTON 3","45.032","-78.531","ON","15.6","0","2.2","31.0","0","0.0","0","0.0","0","0.0","79.6","0","79.0","0.0","10","","",NA,"107.4","35.3","6163171"
"PETERBOROUGH","44.230","-78.363","ON","15.9","3",NA,"31.7","3","0.6","3","",,NA,"10.7","3",NA,"","1","",,NA,"94.0","37.7","6166415"
"PETERBOROUGH TRENT U","44.350","-78.300","ON","16.9","1",NA,"32.7","1","2.9","1","",,NA,"32.4","1",NA,"","6","",,NA,"84.3","53.4","6166456"
"SONYA SUNDANCE MEADOWS","44.217","-78.950","ON","",,NA,"",,"",,"0.0","0",NA,"34.2","0",NA,"0.0","9","","",NA,"","","6168100"
"TAPLEY","44.171","-78.501","ON","",,NA,"",,"",,"0.0","0",NA,"50.9","0",NA,"0.0","7","","",NA,"","","6168525"
"BANCROFT AUTO","45.071","-77.879","ON","14.5","0",NA,"30.1","0","-0.8","0","",,NA,"77.7","0",NA,"","10","",,NA,"133.2","28.7","616I001"
"BEAUPORT","46.837","-71.197","QC","",,NA,"",,"",,"",,NA,"106.4","0",NA,"","8","",,NA,"","","7010565"
"DESCHAMBAULT","46.691","-71.972","QC","14.0","0",NA,"28.9","0","-4.8","0","",,NA,"98.0","0",NA,"","10","",,NA,"135.0","14.1","7011983"
"L'ASSOMPTION","45.809","-73.435","QC","16.4","0",NA,"32.0","0","2.0","0","",,NA,"164.7","1",NA,"","11","",,NA,"91.5","42.3","7014160"
"L'ETAPE","47.562","-71.229","QC","9.8","0",NA,"25.0","0","-6.4","0","",,NA,"103.3","0",NA,"","14","",,NA,"246.6","1.7","7015791"
"SHAWINIGAN","46.563","-72.733","QC","14.6","0",NA,"29.3","0","-1.0","0","",,NA,"67.2","1",NA,"","7","",,NA,"126.9","24.2","7018001"
"TROIS-RIVIERES","46.354","-72.516","QC","16.2","0",NA,"27.6","0","1.8","0","",,NA,"91.0","0",NA,"","9","",,NA,"91.4","36.2","7018562"
"TROIS-RIVIERES","46.367","-72.683","QC","14.5","0",NA,"28.9","0","-2.2","0","",,NA,"102.6","0",NA,"","7","",,NA,"128.8","23.1","7018563"
"VALCARTIER A","46.900","-71.503","QC","13.4","4",NA,"27.3","4","-5.4","1","",,NA,"120.5","3",NA,"","7","",,NA,"125.2","4.3","7018573"
"LAC SAINT-PIERRE","46.183","-72.917","QC","16.9","2",NA,"28.7","2","3.4","2","",,NA,"",,NA,"","","",,NA,"76.5","44.6","701LP0N"
"STE-FOY (U. LAVAL)","46.780","-71.288","QC","15.1","0",NA,"29.7","0","-1.7","0","",,NA,"112.8","0",NA,"","9","",,NA,"112.5","26.7","701Q004"
"LEMIEUX","46.304","-72.061","QC","14.1","0",NA,"29.1","0","-1.8","0","",,NA,"67.2","0",NA,"","7","",,NA,"136.2","19.7","701Q009"
